School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Pacific,WCC,Nicholas Engels,So.,,,,International,"Frankfurt, Germany",Germany,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Defender
Pacific,WCC,Javier Chavez,Gr.,,,,USA,"Houston, Texas",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Defender
Pacific,WCC,Bele Alomerovic,Fr.,,,,International,"Reykjavik, Iceland",Iceland,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Midfielder
Pacific,WCC,Vinzent Zingel,5th,,,,International,"Aachen, Germany",Germany,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Forward
Pacific,WCC,Daniel Govea,Jr.,,,,USA,"Los Baños, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Midfielder
Pacific,WCC,Alberto Cruz,Jr.,,,,International,"Madrid, Spain",Spain,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Forward
Pacific,WCC,Luca Baltzer,Jr.,,,,International,"Oberstenfeld, Germany",Germany,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Midfielder
Pacific,WCC,Jose Maria Barrera,Jr.,,,,USA,"Stockton, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Midfielder
Pacific,WCC,Lennart Poth,So.,,,,International,"Trier, Germany",Germany,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Defender
Pacific,WCC,Kai Sullivan,Gr.,,,,International,"Yokosuka, Japan",Japan,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Forward
Pacific,WCC,Amado Negron Gonzales,So.,,,,USA,"Berkeley, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Defender
Pacific,WCC,Matteo Carbone,Jr.,,,,USA,"Scotts Valley, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Defender
Pacific,WCC,Massimo Erfani,So.,,,,USA,"San Diego, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Midfielder
Pacific,WCC,Ezekiel Padilla,Fr.,,,,USA,"Livingston, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Forward
Pacific,WCC,Jacob Heisner,Jr.,,,,USA,"Brentwood, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Defender
Pacific,WCC,James Andrew,Fr.,,,,USA,"Davis, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Midfielder
Pacific,WCC,Carlos Maldonado,Fr.,,,,USA,"Tulare, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Midfielder
Pacific,WCC,Jorge Galvan,Sr.,,,,USA,"Napa, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Midfielder
Pacific,WCC,Zion Vaughn,Fr.,,,,USA,"Chandler, Ariz.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Forward
Pacific,WCC,Elvin Maldonado,So.,,,,USA,"San Rafael, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Forward
Pacific,WCC,Abdullahi Mohamed,5th,,,,USA,"Tucson, Ariz.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Forward
Pacific,WCC,Ignacio Flores III,Gr.,,,,USA,"Stockton, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Defender
Pacific,WCC,Juan Martinez,Fr.,,,,USA,"Baldwin Park, Calif.",,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Goalkeeper
Pacific,WCC,Mattia Marsili,So.,,,,International,"Rome, Italy",Italy,,https://pacifictigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Goalkeeper
Penn,Ivy League,Phillip Falcon III,So.,,,,USA,"Tampa, Fla.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Goalkeeper
Penn,Ivy League,Leo Burney,Sr.,,,,USA,"Seattle, Wash.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Defender
Penn,Ivy League,Oliver Pratt,Jr.,,,,USA,"Miami, Fla.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Defender
Penn,Ivy League,Gavin Seele,Jr.,,,,USA,"Kennett Square, Pa.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Midfielder
Penn,Ivy League,Joaquin Niehenke,So.,,,,USA,"Morristown, N.J.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Defender
Penn,Ivy League,Aaron Messer,Sr.,,,,USA,"Cary, N.C.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Midfielder
Penn,Ivy League,Jack-Ryan Jeremiah,So.,,,,USA,"Kailua-Kona, Hawaii",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Midfielder
Penn,Ivy League,Stas Korzeniowski,Sr.,,,,USA,"Skillman, N.J.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Forward
Penn,Ivy League,Ben Do,Sr.,,,,USA,"Seaside, Calif.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Defender
Penn,Ivy League,Jack Wagoner,Jr.,,,,USA,"Greenville, S.C.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Forward
Penn,Ivy League,Erickson Sakalosky,Jr.,,,,USA,"Tampa, Fla.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Midfielder
Penn,Ivy League,Malachi Neal,So.,,,,USA,"Cherry Hill, N.J.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Defender
Penn,Ivy League,Marco Bottene,Fr.,,,,USA,"Hermosa Beach, Calif.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Midfielder
Penn,Ivy League,Romeo Dahlen,Fr.,,,,USA,"Greenwich, Conn.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Forward
Penn,Ivy League,Charlie Gaffney,Sr.,,,,USA,"Seattle, Wash.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Midfielder
Penn,Ivy League,Mathis Varin,Sr.,,,,USA,"New York, N.Y.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Midfielder
Penn,Ivy League,Pierce Wagner,So.,,,,USA,"San Diego, Calif.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Midfielder
Penn,Ivy League,Connor Dawson,So.,,,,USA,"O'Fallon, Ill.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Defender
Penn,Ivy League,Nik Kathiresan,So.,,,,USA,"Newton, Mass.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Defender
Penn,Ivy League,Aidan Coffey,Fr.,,,,USA,"New York, N.Y.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Goalkeeper
Penn,Ivy League,Brandon Curran,Sr.,,,,USA,"Lower Gwynedd, Pa.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Forward
Penn,Ivy League,Tim Shine,Fr.,,,,USA,"Newton, Mass.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Midfielder
Penn,Ivy League,Aiden Frick,Fr.,,,,USA,"Waukesha, Wis.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Midfielder
Penn,Ivy League,David Howard,Jr.,,,,USA,"Cary, N.C.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Goalkeeper
Penn,Ivy League,Patrick Cayelli,Jr.,,,,USA,"Anderson, S.C.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Midfielder
Penn,Ivy League,Carter Haynes,Fr.,,,,USA,"Diamond Bar, Calif.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Forward
Penn,Ivy League,Adam Kuechler,So.,,,,USA,"Needham, Mass.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Forward
Penn,Ivy League,Owen Sullivan,So.,,,,USA,"Bay Village, Ohio",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Defender
Penn,Ivy League,Will Kelly,Jr.,,,,USA,"Rochester, N.Y.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Midfielder
Penn,Ivy League,Patrick Weir,Fr.,,,,USA,"Ramsey, N.J.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Defender
Penn,Ivy League,Carter Feinman,Fr.,,,,USA,"San Diego, Calif.",,,https://pennathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Defender
Penn State,Big Ten,Andrew Cooke,Graduate Student,,,,USA,"Akron, Ohio",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2025,Goalkeeper
Penn State,Big Ten,Mohamed Cisset,Sophomore,,,,International,"Montreal, Canada",Canada,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2028,Defender
Penn State,Big Ten,Matthew Henderson,Junior,,,,International,"Larkhall, Scotland",United Kingdom,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2027,Defender
Penn State,Big Ten,Samuel Ovesen,Junior,,,,USA,"Fort Collins, Colo.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2027,Defender
Penn State,Big Ten,Sebastián Vainstein,Redshirt Sophomore,,,,International,"Paraná, Entre Ríos, Argentina",Argentina,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2028,Midfielder
Penn State,Big Ten,Malick Daouda,Freshman,,,,International,"Montreal, Canada",Canada,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2029,Midfielder
Penn State,Big Ten,Chase Oliver,Graduate Student,,,,USA,"Atlanta, Ga.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2025,Forward
Penn State,Big Ten,Michael Hewes,Graduate Student,,,,USA,"West Chester, Pa.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2025,Midfielder
Penn State,Big Ten,Atem Kato,Senior,,,,International,"Kapenguria, Kenya",Kenya,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2026,Forward
Penn State,Big Ten,Freddie Bell,Sophomore,,,,International,"Surrey, England",United Kingdom,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2028,Midfielder
Penn State,Big Ten,Caden Grabfelder,Sophomore,,,,USA,"Northampton, Pa.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2028,Midfielder
Penn State,Big Ten,Sean Bettenhausen,Senior,,,,USA,"Media, Pa.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2026,Midfielder
Penn State,Big Ten,Morgan Marshall,Sophomore,,,,USA,"Lexington, Ky.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2028,Defender
Penn State,Big Ten,Aboubacar Camara,Graduate Student,,,,USA,"Upper Darby, Pa.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2025,Forward
Penn State,Big Ten,Tyler Flowers,Freshman,,,,USA,"Wilmington, Del.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2029,Midfielder
Penn State,Big Ten,Christian Dionne,Junior,,,,USA,"Hartford, Conn.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2027,Forward
Penn State,Big Ten,Bryce Flowers,Freshman,,,,USA,"Wilmington, Del.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2029,Forward
Penn State,Big Ten,Ben Liscum,Redshirt Junior,,,,USA,"Lewisburg, Pa.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2027,Midfielder
Penn State,Big Ten,Ben Madore,Sophomore,,,,USA,"Fallston, Md.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2028,Midfielder
Penn State,Big Ten,Van Danielson,Redshirt Junior,,,,USA,"Columbia, Md.",,,https://gopsusports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 56%,2027,Forward
