School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Butler,Big East,Nick Yono,R-Jr.,,,,USA,"Canton, Mich.",,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Defender
Butler,Big East,Trent Lindsey,Fr.,,,,USA,"Gilbert, Ariz.",,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2029,Defender
Butler,Big East,Nick Graziano,R-Sr.,,,,USA,"Evergreen, Colo.",,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2026,Midfielder
Butler,Big East,Hadar Lavinsky,So.,,,,International,"Porto Alegre, Brazil",Brazil,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2028,Forward
Butler,Big East,Sam Pitts-Eckersall,Jr.,,,,International,"Stratford-upon-Avon, UK",United Kingdom,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Midfielder
Butler,Big East,Michael Oelberger,Jr.,,,,USA,"Los Angeles, California",,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Midfielder
Butler,Big East,Peter Tolkin,R-So.,,,,USA,"Chatham, N.J.",,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2028,Defender
Butler,Big East,Nikolas Juarez,R-Fr.,,,,USA,"Aurora, Ill.",,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2029,Defender
Butler,Big East,Luca Raso,R-Fr.,,,,USA,"West Dundee, Ill.",,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2029,Midfielder
Butler,Big East,Donovan Boone,R-Jr.,,,,USA,"Shakopee, Minn.",,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Midfielder
Butler,Big East,Jameson Metz,R-Fr.,,,,USA,"Derwood, Md.",,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2029,Goalkeeper
Butler,Big East,Brooks Boersma,R-Fr.,,,,USA,"Haslett, Mich.",,,https://butlersports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2029,Goalkeeper
CSUN,Big West,Jose Mendiola,Jr.,,,,USA,"Sun Valley, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Goalkeeper
CSUN,Big West,Dorian Drucks,So.,,,,International,"Essen, Germany",Germany,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Goalkeeper
CSUN,Big West,Matthieu Mayindu,Sr.,,,,International,"Paris, France",France,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Defender
CSUN,Big West,Jr. Deryk Jones,So.,,,,USA,"Slidell, LA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Defender
CSUN,Big West,Jake Shaked,Jr.,,,,International,"Wannanup, Western Australia",Australia,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Defender
CSUN,Big West,JT Danks,So.,,,,USA,"Garden Grove, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Defender
CSUN,Big West,Siddiq Lezzar,Jr.,,,,USA,"Houston, TX",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Defender
CSUN,Big West,Jorge Solorzano,So.,,,,USA,"Palmdale, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Midfielder
CSUN,Big West,Zack Harris,So.,,,,USA,"Agoura Hills, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Midfielder
CSUN,Big West,David Garcia,Jr.,,,,USA,"El Paso, TX",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Forward
CSUN,Big West,Arturo Reveles,Jr.,,,,USA,"North Las Vegas, NV",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Midfielder
CSUN,Big West,Marley Edwards,Sr.,,,,International,"Chilliwack, B.C.",Canada,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Forward
CSUN,Big West,Emanuele Susi,Fr.,,,,International,"Fossacesia, Italy",Italy,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Defender
CSUN,Big West,Matthieu Fiadjoe,Sr.,,,,International,"Paris, France",France,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Defender
CSUN,Big West,Eyifehn Forfor,Jr.,,,,USA,"Des Moines, IA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Midfielder
CSUN,Big West,Enrique Pineda,Jr.,,,,USA,"Sylmar, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Forward
CSUN,Big West,Ian Boras,Fr.,,,,USA,"Westlake, Village, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Defender
CSUN,Big West,Finn Werner,Sr.,,,,International,"Bonn, Germany",Germany,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Midfielder
CSUN,Big West,Sebastian Fuentes,So.,,,,USA,"Granada Hills, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Forward
CSUN,Big West,Ryan Chu,Fr.,,,,USA,"Oak Park, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Goalkeeper
CSUN,Big West,Tobias Brücher,Jr.,,,,International,"Furth, Germany",Germany,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Defender
CSUN,Big West,Boniface Fatohou,Fr.,,,,USA,"Manhattan, NY",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Midfielder
CSUN,Big West,Michael Blevins,So.,,,,USA,"Carson, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Midfielder
CSUN,Big West,Carlo Kettig,So.,,,,International,"Friedberg, Germany",Germany,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Midfielder
CSUN,Big West,Jack Sherlock,Fr.,,,,International,"Nottingham, England",United Kingdom,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Forward
CSUN,Big West,Odin Rosten,Sr.,,,,USA,"Fillmore, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Forward
CSUN,Big West,Robert Kaemmerer,So.,,,,USA,"Torrance, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Midfielder
CSUN,Big West,Tito Oyewo,Fr.,,,,USA,"Valencia, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Defender
CSUN,Big West,Theom Samba,Sr.,,,,International,"Paris, France",France,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Forward
CSUN,Big West,Demitrious Tanks,Fr.,,,,USA,"Los Alamitos, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Defender
CSUN,Big West,Zion Wagoner,Sr.,,,,USA,"Denver, CO",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Forward
CSUN,Big West,Merrick Cook,So.,,,,USA,"Cerritos, CA",,,https://gomatadors.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Goalkeeper
Cal Poly,Big West,Nicky McCune,Jr.,,,,USA,"San Ramon, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2027,Goalkeeper
Cal Poly,Big West,Joaquin Torres,So.,,,,USA,"Denver, CO",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2028,Defender
Cal Poly,Big West,Cole Aman,Fr.,,,,USA,"Portland, OR",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Defender
Cal Poly,Big West,Parker Owens,So.,,,,USA,"Southlake, TX",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2028,Defender
Cal Poly,Big West,Nico Baltazar,Jr.,,,,USA,"Los Angeles, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2027,Defender
Cal Poly,Big West,Ori Bitton,R-Jr.,,,,USA,"Agoura Hills, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2027,Defender
Cal Poly,Big West,Jackson Kestler,Sr.,,,,USA,"Acton, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2026,Forward
Cal Poly,Big West,Diego Guerra,So.,,,,USA,"Fresno, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2028,Midfielder
Cal Poly,Big West,Conner Lisenbee,Jr.,,,,USA,"Keller, TX",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2027,Forward
Cal Poly,Big West,Rylan Firouznam,So.,,,,USA,"Yorba Linda, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2028,Midfielder
Cal Poly,Big West,Oren Stuppel,Jr.,,,,USA,"Los Angeles, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2027,Forward
Cal Poly,Big West,Ewan Gordon,Sr.,,,,International,"Buderim, Queensland, Australia",Australia,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2026,Defender
Cal Poly,Big West,Armin Tehrani,R-Fr.,,,,USA,"Irvine, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Forward
Cal Poly,Big West,Ashton Alonge,Sr.,,,,USA,"Thousand Oaks, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2026,Forward
Cal Poly,Big West,Jake Oetinger,Jr.,,,,USA,"Gilroy, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2027,Defender
Cal Poly,Big West,Jackson Miller,So.,,,,USA,"San Diego, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2028,Midfielder
Cal Poly,Big West,Nate Colley,Sr.,,,,USA,"Danville, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2026,Midfielder
Cal Poly,Big West,Colin Pearce,Fr.,,,,USA,"San Jose, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Forward
Cal Poly,Big West,Quinn Mahoney,R-Fr.,,,,USA,"Sacramento, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Midfielder
Cal Poly,Big West,James Saggau,Fr.,,,,USA,"Gilroy, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Forward
Cal Poly,Big West,Sean McTague,Jr.,,,,USA,"Mission Viejo, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2027,Forward
Cal Poly,Big West,Bakuena Ramakatsa,Jr.,,,,International,"Quthing, Lesotho",Lesotho,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2027,Midfielder
Cal Poly,Big West,Luke Schaefer,Jr.,,,,USA,"Chandler, AZ",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2027,Forward
Cal Poly,Big West,Charlie Hogan,R-Fr.,,,,USA,"Walnut Creek, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Defender
Cal Poly,Big West,Benji Jimenez,So.,,,,USA,"Bakersfield, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2028,Midfielder
Cal Poly,Big West,Jack Muoio,Gr.,,,,USA,"Washington, D.C.",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2025,Defender
Cal Poly,Big West,Finn Linas,Fr.,,,,USA,"San Clemente, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Forward
Cal Poly,Big West,Roman Anast,Fr.,,,,USA,"Loomis, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Forward
Cal Poly,Big West,Ben Oetman,Fr.,,,,USA,"San Luis Obispo, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Goalkeeper
Cal Poly,Big West,Dylan Glowaski,Fr.,,,,USA,"Woodland Hills, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Goalkeeper
Cal Poly,Big West,Andres Rosales,R-Jr.,,,,USA,"Morgan Hill, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2027,Goalkeeper
Cal Poly,Big West,Liam Murdin,Fr.,,,,USA,"Lafayette, CA",,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Defender
Cal Poly,Big West,Michael Vick,Fr.,,,,International,"Kinvara, Ireland",Ireland,,https://gopoly.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2029,Defender
Cal State Bakersfield,WAC,Zenden Hart,Jr.,,,,International,"Central Coast, Australia",Australia,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Goalkeeper
Cal State Bakersfield,WAC,Bogart Roca,Jr.,,,,USA,"Sylmar, Calif.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Defender
Cal State Bakersfield,WAC,Shammai Camara,Sr.,,,,USA,"Phoenix, Ariz.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Defender
Cal State Bakersfield,WAC,Sinan Solmaz,So.,,,,International,"Bergisch Gladbach, Germany",Germany,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Defender
Cal State Bakersfield,WAC,Diego Mireles,Jr.,,,,USA,"Lancaster, Calif.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Defender
Cal State Bakersfield,WAC,Luka Geishauser,So.,,,,International,"Dusseldorf, Germany",Germany,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Defender
Cal State Bakersfield,WAC,Bilal Mihoubi,Sr.,,,,International,"Montreal, Quebec, Canada",Canada,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Forward
Cal State Bakersfield,WAC,Bryson Hankins,Sr.,,,,USA,"Bakersfield, Calif.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Defender
Cal State Bakersfield,WAC,Francesco Aiello,So.,,,,USA,Orlando,,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Forward
Cal State Bakersfield,WAC,Jesse Wangusi,So.,,,,International,"Milton Keynes, England",United Kingdom,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Midfielder
Cal State Bakersfield,WAC,Rashaad Ogun,Sr.,,,,International,"London, England",United Kingdom,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Forward
Cal State Bakersfield,WAC,Connor Mautino,Sr.,,,,USA,"Lake Forest, Calif.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Forward
Cal State Bakersfield,WAC,Alec Aceves,So.,,,,USA,"Temecula, Calif.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Defender
Cal State Bakersfield,WAC,Sebastian Toppila,Fr.,,,,USA,"Bakersfield, Calif.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Midfielder
Cal State Bakersfield,WAC,Filip Arras,So.,,,,International,"Melhus, Norway",Norway,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Defender
Cal State Bakersfield,WAC,Kevin Estrada,R-Jr.,,,,USA,"Richmond, Calif.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Midfielder
Cal State Bakersfield,WAC,Dejan Aguilar,Fr.,,,,USA,"Santa Maria, Calif.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Midfielder
Cal State Bakersfield,WAC,Curtis Miley,Fr.,,,,International,"Howrah, Australia",Australia,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Midfielder
Cal State Bakersfield,WAC,Aaron Biggerstaff,Sr.,,,,USA,"Fort Collins, Colo.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Forward
Cal State Bakersfield,WAC,Joey Velasquez,So.,,,,USA,"Manteca, Calif.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Midfielder
Cal State Bakersfield,WAC,Nickolas Molina,So.,,,,USA,"Nogales, Ariz.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Goalkeeper
Cal State Bakersfield,WAC,Adrian Jogerst,So.,,,,International,"Freiburg, Germany",Germany,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Midfielder
Cal State Bakersfield,WAC,Ben Erwin,So.,,,,USA,"Scottsdale, Ariz.",,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Defender
Cal State Bakersfield,WAC,Jeshua Lombana,Jr.,,,,International,"Bogota, Colombia",Colombia,,https://gorunners.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Goalkeeper
Cal State Fullerton,Big West,Eoin Kennedy,Fr.,,,,USA,"Yonkers, N.Y.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Goalkeeper
Cal State Fullerton,Big West,Brandon Limes,Gr.,,,,USA,"Edgewood, Wash.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2025,Goalkeeper
Cal State Fullerton,Big West,Roi Moskowitz,Fr.,,,,International,"Tel Aviv, Israel",Israel,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Defender
Cal State Fullerton,Big West,Nick Relerford,Jr.,,,,USA,"Thousand Palms, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2027,Defender
Cal State Fullerton,Big West,Giovanni Gloria,Jr.,,,,International,"Malmo, Sweden",Sweden,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2027,Defender
Cal State Fullerton,Big West,Julian Borja,Fr.,,,,USA,"Ontario, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Defender
Cal State Fullerton,Big West,Matthew Sacristan,So.,,,,International,"Madrid, Spain",Spain,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2028,Midfielder
Cal State Fullerton,Big West,Yanis Rucquois,So.,,,,International,"Brussels, Belgium",Belgium,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2028,Midfielder
Cal State Fullerton,Big West,Matthias Heiland,Sr.,,,,International,"Erfurt, Germany",Germany,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2026,Midfielder
Cal State Fullerton,Big West,Mario Carlos,Sr.,,,,USA,"Torrance, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2026,Forward
Cal State Fullerton,Big West,Erick Serrano,Sr.,,,,USA,"Mecca, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2026,Midfielder
Cal State Fullerton,Big West,Sulaiman Bah,Sr.,,,,International,"Bo Town, Sierra Leone",Sierra Leone,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2026,Forward
Cal State Fullerton,Big West,Tomas Barros,Jr.,,,,International,"Braga, Portugal",Portugal,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2027,Defender
Cal State Fullerton,Big West,Mitch Williams,Fr.,,,,USA,"Dallas, Texas",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Midfielder
Cal State Fullerton,Big West,Jedidiah Griffin,Fr.,,,,USA,"Honolulu, Hawaii",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Forward
Cal State Fullerton,Big West,Fitz Williams,So.,,,,International,"Toronto, Canada",Canada,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2028,Forward
Cal State Fullerton,Big West,Aiden Bengard,Fr.,,,,USA,"Fullerton, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Defender
Cal State Fullerton,Big West,Fernando Valenzuela,So.,,,,USA,"Boca Raton, Fla.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2028,Midfielder
Cal State Fullerton,Big West,Cesar Aubour,R-Fr.,,,,USA,"Los Angeles, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Midfielder
Cal State Fullerton,Big West,Julian Varela,Jr.,,,,USA,"Diamond Bar, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2027,Forward
Cal State Fullerton,Big West,Jose de la Torre,Fr.,,,,USA,"Moreno Valley, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Midfielder
Cal State Fullerton,Big West,Avery Huggins,R-So.,,,,USA,"Chandler, Ariz.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2028,Defender
Cal State Fullerton,Big West,Jonathan Grado,Sr.,,,,USA,"Anaheim, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2026,Midfielder
Cal State Fullerton,Big West,Damian Espinoza,So.,,,,USA,"Adelanto, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2028,Midfielder
Cal State Fullerton,Big West,Jalen Belong,Jr.,,,,USA,"Bartlesville, Okla.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2027,Defender
Cal State Fullerton,Big West,Justin Zapata,Fr.,,,,USA,"Los Angeles, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Defender
Cal State Fullerton,Big West,Abraham Gutierrez,So.,,,,USA,"Baldwin Park, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2028,Defender
Cal State Fullerton,Big West,Alix Soukup,R-Fr.,,,,USA,"Canoga Park, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Midfielder
Cal State Fullerton,Big West,Roberto Ordonez,Sr.,,,,USA,"McAllen, Texas",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2026,Midfielder
Cal State Fullerton,Big West,Logan Mahoney,Fr.,,,,USA,"Laguna Niguel, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Defender
